날짜,측정소명,미세먼지 PM10 (㎍/m3),초미세먼지 PM2.5 (㎍/m3),오존 O3 (ppm),이산화질소 NO2 (ppm),일산화탄소 CO (ppm),아황산가스 SO2 (ppm)
2023-03-31 00:00:00,광진구,89.0,45.0,0.0364,0.0313,0.54,0.0032
2023-03-31 00:00:00,양천구,106.0,54.0,0.0404,0.0453,0.67,0.0037
2023-03-31 00:00:00,구로구,118.0,58.0,0.0379,0.0363,0.58,0.0041
2023-03-31 00:00:00,노원구,88.0,44.0,0.0471,0.0351,0.62,0.0035
2023-03-31 00:00:00,도봉구,91.0,42.0,0.0612,0.0216,0.42,0.0033
2023-03-31 00:00:00,동대문구,95.0,44.0,0.0539,0.0339,0.58,0.0038
2023-03-31 00:00:00,동작구,97.0,49.0,0.0522,0.0373,0.55,0.0038
2023-03-31 00:00:00,마포구,89.0,52.0,0.0463,0.0392,0.62,0.0038
2023-03-31 00:00:00,서대문구,94.0,44.0,0.053,0.0193,0.61,0.0037
2023-03-31 00:00:00,서초구,105.0,56.0,0.0437,0.04,0.6,0.0038
2023-03-31 00:00:00,성동구,97.0,39.0,0.0458,0.0434,0.54,0.0035
2023-03-31 00:00:00,성북구,100.0,43.0,0.0445,0.0417,0.58,0.0036
2023-03-31 00:00:00,금천구,93.0,49.0,0.0499,0.0412,0.57,0.0043
2023-03-31 00:00:00,영등포구,94.0,47.0,0.0422,0.0487,0.61,0.0038
2023-04-01 00:00:00,서초구,97.0,57.0,0.0414,0.0427,0.64,0.0039
2023-04-01 00:00:00,중구,76.0,46.0,0.0486,0.0427,0.61,0.0039
2023-04-01 00:00:00,평균,87.0,49.0,0.0434,0.037,0.62,0.0038
2023-04-01 00:00:00,강남구,83.0,42.0,0.0478,0.0417,0.57,0.0039
2023-04-01 00:00:00,강동구,86.0,47.0,0.0384,0.0282,0.5,0.0029
2023-04-01 00:00:00,강북구,79.0,41.0,0.06,0.0208,0.59,0.0028
2023-04-01 00:00:00,강서구,111.0,56.0,0.0483,0.039,0.65,0.0043
2023-04-01 00:00:00,관악구,100.0,54.0,0.0347,0.0457,0.69,0.0044
2023-04-01 00:00:00,광진구,80.0,45.0,0.0358,0.0306,0.56,0.0032
2023-04-01 00:00:00,구로구,111.0,63.0,0.0378,0.0323,0.59,0.0039
2023-04-01 00:00:00,금천구,82.0,50.0,0.0506,0.0387,0.59,0.0041
2023-04-01 00:00:00,노원구,80.0,46.0,0.0486,0.0322,0.62,0.0036
2023-04-01 00:00:00,중랑구,75.0,45.0,0.051,0.031,0.52,0.0031
2023-04-01 00:00:00,도봉구,77.0,41.0,0.057,0.0226,0.45,0.0033
2023-04-01 00:00:00,동작구,85.0,50.0,0.0514,0.0364,0.58,0.0038
2023-04-01 00:00:00,마포구,89.0,59.0,0.0433,0.0419,0.64,0.0043
2023-04-01 00:00:00,서대문구,83.0,43.0,0.0199,0.0273,0.85,0.0047
2023-04-01 00:00:00,성동구,86.0,40.0,0.0441,0.0447,0.56,0.0036
2023-04-01 00:00:00,성북구,83.0,42.0,0.0456,0.0406,0.57,0.0035
2023-04-01 00:00:00,송파구,95.0,45.0,0.004,0.068,0.7,0.004
2023-04-01 00:00:00,양천구,100.0,59.0,0.0405,0.0372,0.64,0.0038
2023-04-01 00:00:00,영등포구,91.0,54.0,0.0436,0.042,0.6,0.004
2023-04-01 00:00:00,용산구,93.0,54.0,0.0447,0.044,0.68,0.0043
2023-04-01 00:00:00,은평구,82.0,51.0,0.0449,0.0262,0.83,0.00405
2023-04-01 00:00:00,종로구,78.0,44.0,0.0519,0.0325,0.63,0.0038
2023-04-01 00:00:00,동대문구,84.0,45.0,0.0515,0.0361,0.62,0.0039
2023-04-02 00:00:00,강북구,43.0,28.0,0.049,0.0143,0.44,0.0022
2023-04-02 00:00:00,평균,46.0,30.0,0.0472,0.0198,0.44,0.003
2023-04-02 00:00:00,강서구,60.0,32.0,0.0446,0.0279,0.59,0.0032
2023-04-02 00:00:00,강동구,45.0,31.0,0.0436,0.0118,0.34,0.0024
2023-04-02 00:00:00,동대문구,47.0,30.0,0.0516,0.0202,0.46,0.0033
2023-04-02 00:00:00,광진구,43.0,28.0,0.0418,0.0128,0.34,0.003
2023-04-02 00:00:00,관악구,50.0,32.0,0.0386,0.0242,0.5,0.0033
2023-04-02 00:00:00,구로구,75.0,35.0,0.0298,0.0245,0.52,0.0032
2023-04-02 00:00:00,금천구,38.0,28.0,0.0558,0.0173,0.39,0.003
2023-04-02 00:00:00,노원구,44.0,31.0,0.0466,0.0181,0.45,0.0028
2023-04-02 00:00:00,도봉구,39.0,25.0,0.0509,0.0144,0.26,0.0028
2023-04-02 00:00:00,동작구,43.0,30.0,0.0492,0.0212,0.39,0.0027
2023-04-02 00:00:00,마포구,43.0,33.0,0.0495,0.0213,0.45,0.0031
2023-04-02 00:00:00,서초구,41.0,28.0,0.0485,0.0183,0.42,0.0036
2023-04-02 00:00:00,강남구,46.0,29.0,0.0515,0.0206,0.38,0.0031
2023-04-02 00:00:00,서대문구,42.0,24.0,0.0552,0.0118,0.46,0.0034
2023-04-02 00:00:00,성북구,44.0,27.0,0.0422,0.0271,0.39,0.0029
2023-04-02 00:00:00,송파구,49.0,31.0,0.0506,0.0202,0.44,0.0029
2023-04-02 00:00:00,양천구,54.0,35.0,0.0389,0.0267,0.52,0.00295
2023-04-02 00:00:00,영등포구,51.0,32.0,0.0427,0.0289,0.49,0.003
2023-04-02 00:00:00,용산구,51.0,35.0,0.0503,0.0202,0.44,0.0033
2023-04-02 00:00:00,은평구,39.0,26.0,0.0471,0.0102,0.67,0.0031999999999999997
2023-04-02 00:00:00,종로구,43.0,30.0,0.0503,0.019,0.45,0.0031
2023-04-02 00:00:00,중구,44.0,31.0,0.0442,0.0293,0.47,0.003
2023-04-02 00:00:00,중랑구,39.0,28.0,0.0548,0.0139,0.33,0.0023
2023-04-02 00:00:00,성동구,47.0,28.0,0.0517,0.0216,0.37,0.0029
2023-04-03 00:00:00,광진구,42.0,28.0,0.0429,0.0139,0.33,0.0031
2023-04-03 00:00:00,도봉구,45.0,28.0,0.0493,0.0196,0.3,0.0031
2023-04-03 00:00:00,노원구,48.0,35.0,0.045,0.0268,0.47,0.003
2023-04-03 00:00:00,구로구,51.0,31.0,0.0439,0.0198,0.44,0.0031
2023-04-03 00:00:00,관악구,50.0,32.0,0.0402,0.0275,0.47,0.0033
2023-04-03 00:00:00,강서구,58.0,32.0,0.0463,0.0309,0.51,0.0032
2023-04-03 00:00:00,강동구,44.0,32.0,0.0434,0.0147,0.32,0.0023
2023-04-03 00:00:00,강남구,44.0,29.0,0.0541,0.0209,0.35,0.0031
2023-04-03 00:00:00,평균,46.0,32.0,0.0462,0.0242,0.43,0.0031
2023-04-03 00:00:00,동대문구,46.0,30.0,0.0536,0.0229,0.42,0.0032
2023-04-03 00:00:00,강북구,45.0,32.0,0.0495,0.0166,0.44,0.0023
2023-04-03 00:00:00,동작구,44.0,31.0,0.048,0.0269,0.4,0.0028
2023-04-03 00:00:00,금천구,41.0,31.0,0.055,0.0232,0.4,0.0032
2023-04-03 00:00:00,서대문구,41.0,28.0,0.0417,0.0106,0.41500000000000004,0.0036
2023-04-03 00:00:00,마포구,45.0,35.0,0.0534,0.0239,0.43,0.0032
2023-04-03 00:00:00,종로구,43.0,32.0,0.0535,0.0219,0.44,0.0031
2023-04-03 00:00:00,은평구,45.0,31.0,0.0465,0.0168,0.67,0.0031999999999999997
2023-04-03 00:00:00,용산구,50.0,36.0,0.0507,0.0245,0.42,0.0033
2023-04-03 00:00:00,영등포구,49.0,33.0,0.044,0.0339,0.45,0.0031
2023-04-03 00:00:00,중구,43.0,33.0,0.0511,0.0276,0.43,0.0038
2023-04-03 00:00:00,송파구,55.0,37.0,0.0376,0.0367,0.47,0.003
2023-04-03 00:00:00,중랑구,42.0,32.0,0.0519,0.0197,0.35,0.0024
2023-04-03 00:00:00,성북구,49.0,30.0,0.0387,0.0347,0.4,0.0029
2023-04-03 00:00:00,성동구,45.0,27.0,0.0525,0.0222,0.34,0.0031
2023-04-03 00:00:00,서초구,47.0,30.0,0.0277,0.0341,0.47,0.0038
2023-04-03 00:00:00,양천구,50.0,36.0,0.0349,0.0338,0.5,0.0032
2023-04-04 00:00:00,도봉구,40.0,25.0,0.0444,0.0166,0.3,0.0033
2023-04-04 00:00:00,노원구,42.0,30.0,0.0491,0.0159,0.39,0.0027
2023-04-04 00:00:00,금천구,29.0,20.0,0.0532,0.0187,0.36,0.0029
2023-04-04 00:00:00,구로구,33.0,16.0,0.0418,0.0138,0.38,0.0027
2023-04-04 00:00:00,광진구,36.0,18.0,0.0383,0.0141,0.28,0.003
2023-04-04 00:00:00,강서구,38.0,18.0,0.0502,0.0182,0.41,0.0027
2023-04-04 00:00:00,강북구,43.0,27.0,0.0446,0.0165,0.42,0.0024
2023-04-04 00:00:00,강동구,34.0,19.0,0.044,0.01,0.27,0.0024
2023-04-04 00:00:00,강남구,35.0,19.0,0.0498,0.0179,0.31,0.0031
2023-04-04 00:00:00,동대문구,39.0,18.0,0.0503,0.0184,0.36,0.0032
2023-04-04 00:00:00,평균,36.0,21.0,0.0469,0.0173,0.37,0.0029
2023-04-04 00:00:00,관악구,36.0,20.0,0.0415,0.0184,0.38,0.003
2023-04-04 00:00:00,동작구,34.0,21.0,0.0587,0.0162,0.31,0.0025
2023-04-04 00:00:00,성북구,36.0,22.0,0.0427,0.0237,0.34,0.0028
2023-04-04 00:00:00,서대문구,47.0,35.0,0.043,0.011,0.57,0.004
2023-04-04 00:00:00,중랑구,49.0,26.0,0.046,0.0167,0.34,0.0024
2023-04-04 00:00:00,중구,35.0,20.0,0.0466,0.0233,0.38,0.0028
2023-04-04 00:00:00,마포구,32.0,20.0,0.05,0.0168,0.36,0.0029
2023-04-04 00:00:00,은평구,29.0,19.0,0.0516,0.0127,0.61,0.003
2023-04-04 00:00:00,용산구,33.0,22.0,0.051,0.0164,0.35,0.0031
2023-04-04 00:00:00,종로구,32.0,23.0,0.0482,0.0194,0.4,0.003
2023-04-04 00:00:00,양천구,36.0,21.0,0.0416,0.0178,0.38,0.0036
2023-04-04 00:00:00,송파구,36.0,21.0,0.05,0.0221,0.37,0.0028
2023-04-04 00:00:00,성동구,32.0,18.0,0.0485,0.0189,0.3,0.0028
2023-04-04 00:00:00,서초구,35.0,18.0,0.0446,0.0171,0.32,0.0027
2023-04-04 00:00:00,영등포구,40.0,19.0,0.043,0.0227,0.37,0.0027
2023-04-05 00:00:00,도봉구,13.0,11.0,0.0357,0.0117,0.56,0.0026
2023-04-05 00:00:00,구로구,18.0,13.0,0.0323,0.0099,0.4,0.0025
2023-04-05 00:00:00,노원구,15.0,12.0,0.0344,0.0122,0.38,0.0022
2023-04-05 00:00:00,금천구,22.0,13.0,0.0371,0.013049999999999999,0.38,0.0025
2023-04-05 00:00:00,광진구,18.0,10.0,0.0309,0.0139,0.39,0.00235
2023-04-05 00:00:00,관악구,21.0,11.0,0.0328,0.0135,0.42,0.0022
2023-04-05 00:00:00,강북구,15.0,9.0,0.0384,0.0132,0.41,0.002
2023-04-05 00:00:00,강동구,19.0,13.0,0.0271,0.0097,0.33,0.0022
2023-04-05 00:00:00,강남구,19.0,12.0,0.0347,0.0178,0.36,0.0027
2023-04-05 00:00:00,평균,17.0,11.0,0.0341,0.0137,0.41,0.0024
2023-04-05 00:00:00,동대문구,18.0,10.0,0.0343,0.0143,0.41,0.0028
2023-04-05 00:00:00,강서구,20.0,10.0,0.0348,0.0152,0.41,0.0023
2023-04-05 00:00:00,동작구,16.0,11.0,0.0449,0.0121,0.34,0.0022
2023-04-05 00:00:00,성북구,17.0,12.0,0.0345,0.0172,0.49,0.0023
2023-04-05 00:00:00,서대문구,15.0,11.0,0.0412,0.0068,0.45,0.0021
2023-04-05 00:00:00,종로구,15.0,10.0,0.0301,0.0148,0.43,0.0024
2023-04-05 00:00:00,은평구,8.0,8.0,0.0428,0.004,0.7,0.00255
2023-04-05 00:00:00,용산구,16.0,13.0,0.0344,0.0157,0.4,0.0027
2023-04-05 00:00:00,영등포구,19.0,10.0,0.0311,0.0172,0.4,0.0023
2023-04-05 00:00:00,마포구,17.0,10.0,0.0286,0.0125,0.39,0.0021
2023-04-05 00:00:00,중구,16.0,12.0,0.0317,0.0209,0.44,0.0025
2023-04-05 00:00:00,송파구,22.0,7.0,0.0297,0.0154,0.33,0.0021
2023-04-05 00:00:00,중랑구,19.0,11.0,0.0347,0.0149,0.35,0.0019
2023-04-05 00:00:00,성동구,17.0,11.0,0.0338,0.016,0.35,0.0025
2023-04-05 00:00:00,서초구,14.0,12.0,0.0324,0.0139,0.38,0.0025
2023-04-05 00:00:00,양천구,20.0,13.0,0.031,0.0149,0.41,0.003
2023-04-06 00:00:00,노원구,72.0,58.0,0.0315,0.0215,0.66,0.0022
2023-04-06 00:00:00,금천구,66.0,60.0,0.0367,0.0189,0.7,0.0027
2023-04-06 00:00:00,구로구,75.0,60.0,0.0313,0.0137,0.63,0.0026
2023-04-06 00:00:00,광진구,55.0,47.0,0.0309,0.0161,0.63,0.0021999999999999997
2023-04-06 00:00:00,관악구,75.0,58.0,0.0354,0.0165,0.72,0.0018
2023-04-06 00:00:00,강북구,56.0,46.0,0.0357,0.0179,0.68,0.002
2023-04-06 00:00:00,강동구,57.0,45.0,0.0297,0.0159,0.57,0.0024
2023-04-06 00:00:00,강남구,57.0,46.0,0.0382,0.0188,0.62,0.0027
2023-04-06 00:00:00,평균,58.0,49.0,0.0342,0.0176,0.66,0.0023
2023-04-06 00:00:00,도봉구,57.0,48.0,0.0318,0.0162,0.87,0.0032
2023-04-06 00:00:00,강서구,73.0,55.0,0.0382,0.0199,0.69,0.0023
2023-04-06 00:00:00,동대문구,60.0,50.0,0.0381,0.0163,0.65,0.0026
2023-04-06 00:00:00,동작구,61.0,54.0,0.051,0.0149,0.61,0.0021
2023-04-06 00:00:00,중랑구,58.0,50.0,0.0327,0.0214,0.64,0.0019
2023-04-06 00:00:00,마포구,44.0,56.0,0.0296,0.018,0.68,0.0018
2023-04-06 00:00:00,중구,59.0,56.0,0.0346,0.0209,0.67,0.0023
2023-04-06 00:00:00,종로구,61.0,51.0,0.0346,0.0175,0.69,0.0024
2023-04-06 00:00:00,은평구,68.0,57.0,0.0344,0.0157,0.77,0.0016
2023-04-06 00:00:00,영등포구,61.0,53.0,0.0327,0.0205,0.65,0.0023
2023-04-06 00:00:00,용산구,63.0,53.0,0.037,0.0187,0.66,0.0026
2023-04-06 00:00:00,송파구,35.0,24.0,0.0288,0.021,0.62,0.002
2023-04-06 00:00:00,성북구,62.0,52.0,0.0324,0.0207,0.605,0.0022
2023-04-06 00:00:00,성동구,57.0,45.0,0.0347,0.019,0.59,0.0019
2023-04-06 00:00:00,서초구,35.0,30.0,0.0283,0.0149,0.57,0.0021
2023-04-06 00:00:00,서대문구,24.0,18.0,0.0339,0.0087,0.49,0.0021
2023-04-06 00:00:00,양천구,66.0,58.0,0.0329,0.017,0.69,0.0023
2023-04-07 00:00:00,구로구,70.0,35.0,0.0316,0.0141,0.46,0.0031
2023-04-07 00:00:00,도봉구,82.0,50.0,0.0392,0.0139,0.58,0.0032
2023-04-07 00:00:00,노원구,89.0,59.0,0.0355,0.0197,0.54,0.0026
2023-04-07 00:00:00,금천구,58.0,33.0,0.04,0.0154,0.46,0.003
2023-04-07 00:00:00,광진구,139.0,116.0,0.041,0.016,0.73,0.0031000000000000003
2023-04-07 00:00:00,동대문구,72.0,40.0,0.0406,0.0179,0.5,0.0032
2023-04-07 00:00:00,강서구,74.0,33.0,0.0374,0.0212,0.48,0.003
2023-04-07 00:00:00,강북구,82.0,52.0,0.0397,0.0137,0.53,0.0024
2023-04-07 00:00:00,강동구,81.0,49.0,0.0337,0.0157,0.44,0.0027
2023-04-07 00:00:00,강남구,68.0,37.0,0.0407,0.0197,0.45,0.0031
2023-04-07 00:00:00,평균,79.0,48.0,0.0373,0.0182,0.5,0.0027
2023-04-07 00:00:00,관악구,72.0,38.0,0.0403,0.0171,0.5,0.0024
2023-04-07 00:00:00,동작구,66.0,41.0,0.0496,0.0166,0.44,0.0026
2023-04-07 00:00:00,중랑구,74.0,49.0,0.0376,0.0193,0.47,0.0024
2023-04-07 00:00:00,서대문구,118.0,88.0,0.0333,0.0136,0.75,0.0031
2023-04-07 00:00:00,마포구,59.0,37.0,0.0348,0.0184,0.47,0.0026
2023-04-07 00:00:00,중구,69.0,42.0,0.0379,0.0209,0.5,0.0028
2023-04-07 00:00:00,종로구,72.0,41.0,0.0382,0.0178,0.52,0.0028
2023-04-07 00:00:00,용산구,73.0,43.0,0.0382,0.0196,0.5,0.0033
2023-04-07 00:00:00,영등포구,59.0,31.0,0.0343,0.0206,0.45,0.0028
2023-04-07 00:00:00,은평구,71.0,44.0,0.0351,0.0139,0.55,0.0018
2023-04-07 00:00:00,송파구,117.0,60.0,0.0345,0.0254,0.59,0.0025
2023-04-07 00:00:00,성북구,79.0,46.0,0.0357,0.0206,0.27,0.0027
2023-04-07 00:00:00,성동구,72.0,39.0,0.0388,0.0182,0.44,0.0023
2023-04-07 00:00:00,서초구,90.0,53.0,0.0323,0.0268,0.5,0.0025
2023-04-07 00:00:00,양천구,65.0,37.0,0.032,0.0187,0.49,0.0019
2023-04-08 00:00:00,동대문구,36.0,5.0,0.0393,0.0145,0.33,0.003
2023-04-08 00:00:00,도봉구,36.0,6.0,0.0405,0.0089,0.25,0.0024
2023-04-08 00:00:00,노원구,36.0,9.0,0.0353,0.0148,0.35,0.0027
2023-04-08 00:00:00,금천구,31.0,8.0,0.0369,0.0137,0.33,0.0029
2023-04-08 00:00:00,구로구,50.0,6.0,0.0296,0.0133,0.36,0.0028
2023-04-08 00:00:00,강남구,35.0,6.0,0.0407,0.0129,0.28,0.0029
2023-04-08 00:00:00,관악구,42.0,12.0,0.0391,0.0163,0.39,0.0023
2023-04-08 00:00:00,강서구,45.0,5.0,0.0388,0.0151,0.34,0.0027
2023-04-08 00:00:00,강북구,37.0,7.0,0.0407,0.0099,0.32,0.0021
2023-04-08 00:00:00,강동구,35.0,7.0,0.0314,0.0134,0.28,0.0024
2023-04-08 00:00:00,평균,37.0,7.0,0.0361,0.014,0.31,0.0025
2023-04-08 00:00:00,광진구,36.0,6.0,0.0336,0.0117,0.23,0.003
2023-04-08 00:00:00,동작구,36.0,8.0,0.0443,0.0134,0.28,0.0023
2023-04-08 00:00:00,송파구,24.0,7.0,0.0296,0.0212,0.37,0.0022
2023-04-08 00:00:00,서대문구,41.0,5.0,0.034,0.0099,0.25,0.0029
2023-04-08 00:00:00,마포구,34.0,8.0,0.0347,0.016,0.34,0.0024
2023-04-08 00:00:00,중랑구,34.0,8.0,0.0358,0.0153,0.3,0.0022
2023-04-08 00:00:00,중구,33.0,6.0,0.0366,0.0151,0.32,0.0025
2023-04-08 00:00:00,은평구,41.0,8.0,0.0336,0.0113,0.28,0.002
2023-04-08 00:00:00,용산구,45.0,10.0,0.037,0.0147,0.35,0.0029
2023-04-08 00:00:00,종로구,36.0,6.0,0.037,0.0152,0.36,0.0026
2023-04-08 00:00:00,양천구,39.0,7.0,0.032,0.0154,0.34,0.0017
2023-04-08 00:00:00,성북구,45.0,10.0,0.0355,0.0146,0.32,0.0027
2023-04-08 00:00:00,성동구,35.0,9.0,0.0364,0.0163,0.28,0.0023
2023-04-08 00:00:00,서초구,37.0,6.0,0.0356,0.0108,0.29,0.0023
2023-04-08 00:00:00,영등포구,35.0,4.0,0.0347,0.0156,0.32,0.0025
2023-04-09 00:00:00,광진구,55.0,13.0,0.0338,0.0152,0.34,0.0032
2023-04-09 00:00:00,노원구,57.0,18.0,0.0375,0.019,0.47,0.0033
2023-04-09 00:00:00,금천구,51.0,15.0,0.0418,0.0129,0.43,0.0033
2023-04-09 00:00:00,구로구,72.0,17.0,0.0346,0.0125,0.44,0.0037
2023-04-09 00:00:00,관악구,62.0,19.0,0.0435,0.0186,0.5,0.0031
2023-04-09 00:00:00,도봉구,56.0,16.0,0.0398,0.0144,0.39,0.003
2023-04-09 00:00:00,강북구,54.0,16.0,0.0401,0.0146,0.42,0.0025
2023-04-09 00:00:00,강동구,55.0,14.0,0.034,0.015,0.37,0.0029
2023-04-09 00:00:00,강남구,52.0,13.0,0.0433,0.0162,0.38,0.0034
2023-04-09 00:00:00,평균,58.0,16.0,0.0393,0.0162,0.42,0.0031
2023-04-09 00:00:00,강서구,71.0,14.0,0.041,0.0178,0.45,0.0032
2023-04-09 00:00:00,동작구,54.0,16.0,0.0483,0.017,0.39,0.003
2023-04-09 00:00:00,동대문구,57.0,13.0,0.0431,0.0169,0.43,0.0035
2023-04-09 00:00:00,서대문구,59.0,15.0,0.0379,0.0107,0.36,0.0034
2023-04-09 00:00:00,중구,50.0,14.0,0.0371,0.021,0.45,0.003
2023-04-09 00:00:00,종로구,57.0,14.0,0.0415,0.017,0.45,0.0033
2023-04-09 00:00:00,은평구,59.0,20.0,0.0386,0.0128,0.41,0.0027
2023-04-09 00:00:00,용산구,65.0,17.0,0.0403,0.0179,0.45,0.0035
2023-04-09 00:00:00,영등포구,54.0,12.0,0.0388,0.0173,0.42,0.0032
2023-04-09 00:00:00,중랑구,53.0,17.0,0.0389,0.0174,0.4,0.0028
2023-04-09 00:00:00,송파구,60.0,13.0,0.0394,0.0177,0.44,0.0027
2023-04-09 00:00:00,성북구,64.0,18.0,0.0359,0.0205,0.45,0.0032
2023-04-09 00:00:00,성동구,56.0,16.0,0.0411,0.0169,0.37,0.0028
2023-04-09 00:00:00,서초구,61.0,17.0,0.0377,0.013,0.4,0.0027
2023-04-09 00:00:00,마포구,53.0,16.0,0.0398,0.0165,0.45,0.0032
2023-04-09 00:00:00,양천구,61.0,17.0,0.0355,0.0168,0.45,0.0021
2023-04-10 00:00:00,도봉구,46.0,20.0,0.0435,0.0189,0.42,0.0035
2023-04-10 00:00:00,노원구,46.0,21.0,0.0404,0.0251,0.47,0.0032
2023-04-10 00:00:00,금천구,37.0,16.0,0.0515,0.0152,0.39,0.0034
2023-04-10 00:00:00,구로구,49.0,16.0,0.0398,0.0154,0.42,0.0035
2023-04-10 00:00:00,광진구,42.0,16.0,0.0343,0.0188,0.34,0.0032
2023-04-10 00:00:00,강북구,45.0,20.0,0.0456,0.0188,0.45,0.0025
2023-04-10 00:00:00,강서구,50.0,14.0,0.0512,0.0191,0.4,0.003
2023-04-10 00:00:00,강동구,43.0,16.0,0.0346,0.0206,0.35,0.0026
2023-04-10 00:00:00,강남구,41.0,16.0,0.0461,0.0226,0.39,0.0033
2023-04-10 00:00:00,평균,45.0,17.0,0.0433,0.021,0.41,0.003
2023-04-10 00:00:00,동대문구,48.0,18.0,0.0427,0.0242,0.46,0.0036
2023-04-10 00:00:00,관악구,46.0,19.0,0.0513,0.0219,0.46,0.0031
2023-04-10 00:00:00,동작구,41.0,17.0,0.0568,0.0187,0.39,0.0028
2023-04-10 00:00:00,마포구,38.0,17.0,0.0479,0.0188,0.43,0.0031
2023-04-10 00:00:00,서대문구,41.0,15.0,0.0492,0.0108,0.37,0.0032
2023-04-10 00:00:00,중구,40.0,18.0,0.0412,0.0262,0.46,0.003
2023-04-10 00:00:00,종로구,43.0,17.0,0.0408,0.0247,0.51,0.003
2023-04-10 00:00:00,은평구,43.0,18.0,0.0492,0.0137,0.38,0.0025
2023-04-10 00:00:00,용산구,46.0,19.0,0.043,0.0237,0.45,0.0033
2023-04-10 00:00:00,영등포구,41.0,13.0,0.0432,0.023,0.42,0.0032
2023-04-10 00:00:00,중랑구,42.0,19.0,0.0423,0.0228,0.4,0.0026
2023-04-10 00:00:00,송파구,55.0,18.0,0.022,0.0351,0.47,0.0026
2023-04-10 00:00:00,성북구,49.0,20.0,0.036,0.0285,0.28,0.0028
2023-04-10 00:00:00,성동구,42.0,18.0,0.0469,0.0214,0.37,0.0028
2023-04-10 00:00:00,서초구,68.0,18.0,0.0399,0.0194,0.37,0.0028
2023-04-10 00:00:00,양천구,42.0,16.0,0.0421,0.0186,0.41,0.0026
2023-04-11 00:00:00,도봉구,88.0,21.0,0.0391,0.013,0.37,0.0028
2023-04-11 00:00:00,노원구,70.0,20.0,0.036,0.0187,0.37,0.0027
2023-04-11 00:00:00,금천구,57.0,18.0,0.0383,0.0146,0.34,0.0027
2023-04-11 00:00:00,구로구,85.0,20.0,0.0311,0.0119,0.32,0.0028
2023-04-11 00:00:00,광진구,58.0,16.0,0.0334,0.0136,0.26,0.0033
2023-04-11 00:00:00,강서구,79.0,17.0,0.0384,0.0169,0.32,0.0025
2023-04-11 00:00:00,강북구,79.0,22.0,0.0421,0.014,0.36,0.0023
2023-04-11 00:00:00,강동구,57.0,17.0,0.0337,0.0142,0.27,0.0023
2023-04-11 00:00:00,강남구,58.0,16.0,0.0402,0.0177,0.3,0.0028
2023-04-11 00:00:00,동대문구,68.0,18.0,0.0377,0.0169,0.36,0.0029
2023-04-11 00:00:00,관악구,67.0,20.0,0.0414,0.0145,0.37,0.0027
2023-04-11 00:00:00,동작구,61.0,19.0,0.0497,0.0125,0.28,0.0024
2023-04-11 00:00:00,평균,63.0,18.0,0.0383,0.0153,0.33,0.0026
2023-04-11 00:00:00,서대문구,34.0,14.0,0.0507,0.0087,0.3,0.0033
2023-04-11 00:00:00,중랑구,60.0,20.0,0.0372,0.0177,0.31,0.0022
2023-04-11 00:00:00,중구,57.0,17.0,0.0359,0.019,0.35,0.0026
2023-04-11 00:00:00,종로구,34.0,12.0,0.0393,0.0149,0.36,0.0024000000000000002
2023-04-11 00:00:00,은평구,70.0,23.0,0.038,0.0114,0.42,0.0022
2023-04-11 00:00:00,용산구,67.0,19.0,0.0394,0.0152,0.35,0.003
2023-04-11 00:00:00,마포구,55.0,16.0,0.0357,0.0159,0.33,0.0025
2023-04-11 00:00:00,양천구,67.0,19.0,0.0334,0.0155,0.34,0.0025
2023-04-11 00:00:00,송파구,51.0,17.0,0.0405,0.0196,0.32,0.0025
2023-04-11 00:00:00,성북구,82.0,23.0,0.0339,0.0201,0.35,0.0023
2023-04-11 00:00:00,성동구,56.0,19.0,0.0386,0.0174,0.28,0.0024
2023-04-11 00:00:00,서초구,46.0,13.0,0.0401,0.0123,0.3,0.0025
2023-04-11 00:00:00,영등포구,60.0,14.0,0.0336,0.0172,0.32,0.0025
2023-04-12 00:00:00,도봉구,264.0,30.0,0.0325,0.0143,0.32,0.0022
2023-04-12 00:00:00,노원구,257.0,29.0,0.0302,0.0193,0.37,0.0027
2023-04-12 00:00:00,금천구,192.0,28.0,0.0252,0.0197,0.34,0.0027
2023-04-12 00:00:00,구로구,319.0,35.0,0.0215,0.0212,0.32,0.0031
2023-04-12 00:00:00,광진구,253.0,25.0,0.0266,0.0168,0.24,0.0031
2023-04-12 00:00:00,강북구,269.0,31.0,0.0355,0.0117,0.34,0.002
2023-04-12 00:00:00,강서구,286.0,24.0,0.0304,0.023,0.35,0.003
2023-04-12 00:00:00,강동구,252.0,23.0,0.0262,0.0186,0.28,0.0024
2023-04-12 00:00:00,강남구,246.0,21.0,0.0347,0.0189,0.29,0.0028
2023-04-12 00:00:00,동대문구,267.0,26.0,0.0333,0.0176,0.34,0.0028
2023-04-12 00:00:00,관악구,247.0,32.0,0.0321,0.0231,0.38,0.0024
2023-04-12 00:00:00,동작구,239.0,27.0,0.0369,0.018,0.28,0.0023
2023-04-12 00:00:00,평균,260.0,30.0,0.029,0.0196,0.33,0.0025
2023-04-12 00:00:00,서대문구,282.0,33.0,0.0304,0.0105,0.27,0.0031
2023-04-12 00:00:00,중랑구,241.0,31.0,0.0306,0.0191,0.31,0.0021
2023-04-12 00:00:00,중구,234.0,24.0,0.0274,0.0227,0.35,0.0025
