날짜,측정소명,미세먼지 PM10 (㎍/m3),초미세먼지 PM2.5 (㎍/m3),오존 O3 (ppm),이산화질소 NO2 (ppm),일산화탄소 CO (ppm),아황산가스 SO2 (ppm)
2023-01-01 00:00:00,강남구,52.0,36.0,0.024,0.024,0.6,0.004
2023-01-01 00:00:00,강동구,56.0,43.0,0.017,0.027,0.7,0.003
2023-01-01 00:00:00,강북구,51.0,34.0,0.026,0.024,0.7,0.004
2023-01-01 00:00:00,강서구,62.0,38.0,0.025,0.021,0.6,0.004
2023-01-01 00:00:00,관악구,54.0,35.0,0.02,0.025,0.6,0.003
2023-01-01 00:00:00,광진구,48.0,36.0,0.0176,0.0175,0.79,0.0026
2023-01-01 00:00:00,구로구,53.0,35.0,0.021,0.019,0.4,0.003
2023-01-01 00:00:00,노원구,51.0,39.0,0.022,0.031,0.7,0.004
2023-01-01 00:00:00,도봉구,43.0,32.0,0.029,0.02,0.7,0.003
2023-01-01 00:00:00,동대문구,52.0,37.0,0.024,0.023,0.7,0.004
2023-01-01 00:00:00,동작구,56.0,41.0,0.025,0.022,0.6,0.004
2023-01-01 00:00:00,마포구,49.0,40.0,0.02,0.023,0.6,0.003
2023-01-01 00:00:00,금천구,47.0,38.0,0.024,0.023,0.6,0.004
2023-01-01 00:00:00,서초구,52.0,37.0,0.024,0.018,0.5,0.003
2023-01-01 00:00:00,서대문구,53.0,37.0,0.022,0.024,0.7,0.005
2023-01-01 00:00:00,중구,54.0,46.0,0.026,0.023,0.6,0.004
2023-01-01 00:00:00,종로구,53.0,42.0,0.0251,0.0215,0.67,0.0038
2023-01-01 00:00:00,은평구,55.0,37.0,0.023,0.021,0.8,0.004
2023-01-01 00:00:00,용산구,50.0,37.0,0.024,0.019,0.6,0.004
2023-01-01 00:00:00,중랑구,52.0,39.0,0.021,0.03,0.7,0.003
2023-01-01 00:00:00,평균,52.0,37.0,0.0225,0.0235,0.65,0.0036
2023-01-01 00:00:00,양천구,53.0,39.0,0.02,0.023,0.6,0.003
2023-01-01 00:00:00,송파구,51.0,35.0,0.018,0.03,0.7,0.003
2023-01-01 00:00:00,성북구,45.0,34.0,0.021,0.03,0.8,0.004
2023-01-01 00:00:00,성동구,53.0,33.0,0.022,0.027,0.6,0.003
2023-01-01 00:00:00,영등포구,51.0,34.0,0.023,0.023,0.6,0.004
2023-01-02 00:00:00,도봉구,21.0,10.0,0.0287,0.013,0.38,0.0028
2023-01-02 00:00:00,노원구,25.0,14.0,0.0223,0.0212,0.45,0.0033
2023-01-02 00:00:00,금천구,23.0,14.0,0.0188,0.0243,0.49,0.0035
2023-01-02 00:00:00,구로구,25.0,8.0,0.0186,0.0163,0.28,0.0032
2023-01-02 00:00:00,동대문구,24.0,12.0,0.0235,0.0169,0.45,0.0035
2023-01-02 00:00:00,관악구,26.0,11.0,0.0183,0.0209,0.45,0.0031
2023-01-02 00:00:00,강북구,22.0,11.0,0.0207,0.008,0.49,0.0022
2023-01-02 00:00:00,강동구,26.0,13.0,0.0173,0.0194,0.38,0.0028
2023-01-02 00:00:00,강남구,24.0,11.0,0.0212,0.0206,0.43,0.0034
2023-01-02 00:00:00,광진구,21.0,11.0,0.0182,0.0108,0.51,0.002
2023-01-02 00:00:00,강서구,32.0,11.0,0.022,0.0176,0.44,0.0034
2023-01-02 00:00:00,동작구,27.0,14.0,0.0187,0.0214,0.41,0.003
2023-01-02 00:00:00,서대문구,23.0,9.0,0.0205,0.0178,0.35,0.0038
2023-01-02 00:00:00,서초구,23.0,8.0,0.0199,0.0186,0.29,0.0032
2023-01-02 00:00:00,성동구,25.0,11.0,0.0186,0.0239,0.42,0.0032
2023-01-02 00:00:00,성북구,20.0,10.0,0.02,0.0223,0.51,0.0036
2023-01-02 00:00:00,송파구,27.0,13.0,0.0169,0.0256,0.51,0.003
2023-01-02 00:00:00,양천구,26.0,12.0,0.0177,0.0188,0.44,0.0027
2023-01-02 00:00:00,영등포구,22.0,9.0,0.0188,0.0188,0.43,0.0031
2023-01-02 00:00:00,용산구,25.0,14.0,0.021,0.0166,0.49,0.0033
2023-01-02 00:00:00,은평구,23.0,7.0,0.0216,0.016,0.62,0.0038
2023-01-02 00:00:00,종로구,25.0,14.0,0.0224,0.0179,0.44,0.0033
2023-01-02 00:00:00,평균,24.0,11.0,0.0204,0.0187,0.44,0.0031
2023-01-02 00:00:00,마포구,21.0,10.0,0.0193,0.0175,0.47,0.0026
2023-01-02 00:00:00,중구,23.0,14.0,0.0265,0.019,0.43,0.0031
2023-01-02 00:00:00,중랑구,23.0,13.0,0.0195,0.0232,0.42,0.0029
2023-01-03 00:00:00,구로구,30.0,13.0,0.0113,0.0283,0.39,0.0033
2023-01-03 00:00:00,평균,30.0,17.0,0.0142,0.0296,0.56,0.0033
2023-01-03 00:00:00,강남구,29.0,15.0,0.0162,0.0303,0.51,0.0034
2023-01-03 00:00:00,강동구,34.0,21.0,0.0117,0.028,0.49,0.0028
2023-01-03 00:00:00,강북구,32.0,17.0,0.0184,0.0228,0.61,0.0026
2023-01-03 00:00:00,강서구,37.0,16.0,0.0149,0.0302,0.55,0.0038
2023-01-03 00:00:00,관악구,30.0,15.0,0.0133,0.0339,0.6,0.0032
2023-01-03 00:00:00,광진구,32.0,19.0,0.0116,0.0203,0.69,0.0022
2023-01-03 00:00:00,금천구,25.0,17.0,0.0146,0.0292,0.51,0.0034
2023-01-03 00:00:00,노원구,35.0,22.0,0.0156,0.0349,0.62,0.0037
2023-01-03 00:00:00,도봉구,26.0,15.0,0.0194,0.0259,0.54,0.0025
2023-01-03 00:00:00,동작구,28.0,17.0,0.0109,0.0332,0.51,0.0027
2023-01-03 00:00:00,마포구,28.0,19.0,0.011,0.0297,0.55,0.003
2023-01-03 00:00:00,동대문구,30.0,17.0,0.0164,0.0296,0.59,0.0038
2023-01-03 00:00:00,서초구,27.0,12.0,0.0114,0.0329,0.38,0.0032
2023-01-03 00:00:00,중랑구,32.0,20.0,0.0157,0.0295,0.52,0.0027
2023-01-03 00:00:00,중구,28.0,20.0,0.0181,0.0309,0.54,0.0032
2023-01-03 00:00:00,종로구,27.0,19.0,0.0158,0.0283,0.59,0.0033
2023-01-03 00:00:00,은평구,26.0,11.0,0.015,0.0243,0.7,0.0035
2023-01-03 00:00:00,서대문구,29.0,15.0,0.0135,0.0307,0.77,0.0065
2023-01-03 00:00:00,영등포구,28.0,15.0,0.0137,0.0301,0.52,0.0032
2023-01-03 00:00:00,용산구,28.0,17.0,0.0149,0.0262,0.55,0.0034
2023-01-03 00:00:00,송파구,31.0,18.0,0.0121,0.0352,0.6,0.0029
2023-01-03 00:00:00,성북구,28.0,17.0,0.0135,0.034,0.69,0.0039
2023-01-03 00:00:00,성동구,29.0,13.0,0.0135,0.0324,0.49,0.0032
2023-01-03 00:00:00,양천구,30.0,17.0,0.0129,0.0283,0.53,0.0027
2023-01-04 00:00:00,도봉구,28.0,20.0,0.0176,0.0333,0.62,0.0026
2023-01-04 00:00:00,광진구,34.0,22.0,0.0092,0.0238,0.76,0.0021
2023-01-04 00:00:00,노원구,35.0,25.0,0.0097,0.0497,0.75,0.0041
2023-01-04 00:00:00,금천구,29.0,21.0,0.0112,0.0373,0.54,0.0037
2023-01-04 00:00:00,관악구,36.0,21.0,0.0068,0.0497,0.73,0.0036
2023-01-04 00:00:00,구로구,38.0,23.0,0.0081,0.0398,0.51,0.0037
2023-01-04 00:00:00,강북구,33.0,20.0,0.0165,0.0297,0.69,0.0029
2023-01-04 00:00:00,강동구,37.0,26.0,0.0089,0.0349,0.55,0.0028
2023-01-04 00:00:00,강남구,35.0,22.0,0.0111,0.0412,0.61,0.0036
2023-01-04 00:00:00,평균,35.0,23.0,0.0106,0.0404,0.68,0.0037
2023-01-04 00:00:00,동작구,36.0,24.0,0.0077,0.0458,0.61,0.0034
2023-01-04 00:00:00,강서구,48.0,26.0,0.0095,0.0464,0.8,0.0046
2023-01-04 00:00:00,마포구,32.0,27.0,0.0087,0.0454,0.73,0.0046
2023-01-04 00:00:00,동대문구,34.0,22.0,0.013,0.039,0.67,0.0039
2023-01-04 00:00:00,서초구,39.0,22.0,0.0075,0.0456,0.53,0.0034
2023-01-04 00:00:00,서대문구,34.0,21.0,0.0121,0.04,0.96,0.0074
2023-01-04 00:00:00,중구,35.0,29.0,0.0168,0.0433,0.68,0.0035
2023-01-04 00:00:00,종로구,33.0,25.0,0.0178,0.0335,0.6,0.0037
2023-01-04 00:00:00,은평구,31.0,17.0,0.0129,0.032,0.8,0.0038
2023-01-04 00:00:00,용산구,33.0,24.0,0.0104,0.0372,0.64,0.0037
2023-01-04 00:00:00,영등포구,38.0,24.0,0.0079,0.0471,0.71,0.0037
2023-01-04 00:00:00,중랑구,32.0,23.0,0.0087,0.0409,0.62,0.0029
2023-01-04 00:00:00,송파구,36.0,23.0,0.008,0.0449,0.69,0.0033
2023-01-04 00:00:00,성북구,31.0,21.0,0.0107,0.0441,0.83,0.004
2023-01-04 00:00:00,성동구,36.0,17.0,0.0093,0.0417,0.62,0.0036
2023-01-04 00:00:00,양천구,38.0,28.0,0.006,0.0447,0.74,0.0034
2023-01-05 00:00:00,강남구,47.0,32.0,0.0056,0.0523,0.8,0.0038
2023-01-05 00:00:00,도봉구,45.0,33.0,0.0107,0.0445,0.8,0.0028
2023-01-05 00:00:00,평균,49.0,36.0,0.0055,0.0518,0.91,0.0039
2023-01-05 00:00:00,노원구,53.0,41.0,0.0064,0.0607,0.95,0.0045
2023-01-05 00:00:00,금천구,51.0,42.0,0.0047,0.0503,0.76,0.0044
2023-01-05 00:00:00,구로구,57.0,39.0,0.0048,0.0479,0.76,0.0039
2023-01-05 00:00:00,관악구,53.0,34.0,0.0046,0.0612,1.06,0.0037
2023-01-05 00:00:00,강서구,66.0,38.0,0.0052,0.056,1.07,0.0051
2023-01-05 00:00:00,강북구,47.0,31.0,0.0143,0.0353,0.75,0.0029
2023-01-05 00:00:00,강동구,52.0,38.0,0.003,0.0443,0.72,0.003
2023-01-05 00:00:00,동대문구,49.0,35.0,0.0051,0.0543,0.96,0.0041
2023-01-05 00:00:00,광진구,47.0,34.0,0.0042,0.0303,0.97,0.0025
2023-01-05 00:00:00,동작구,52.0,39.0,0.0041,0.0601,0.92,0.0034
2023-01-05 00:00:00,성북구,47.0,35.0,0.0048,0.0558,1.08,0.0042
2023-01-05 00:00:00,서대문구,45.0,31.0,0.0075,0.0483,1.11,0.0079
2023-01-05 00:00:00,중랑구,46.0,35.0,0.0044,0.0525,0.78,0.0031
2023-01-05 00:00:00,중구,48.0,42.0,0.0085,0.0558,0.88,0.0038
2023-01-05 00:00:00,마포구,41.0,41.0,0.0042,0.0607,1.08,0.0046
2023-01-05 00:00:00,은평구,41.0,26.0,0.0093,0.038,0.93,0.0037
2023-01-05 00:00:00,용산구,44.0,34.0,0.0049,0.0483,0.8,0.0039
2023-01-05 00:00:00,종로구,36.0,30.0,0.0025,0.0566,0.94,0.0037
2023-01-05 00:00:00,양천구,58.0,44.0,0.0043,0.0552,1.03,0.0037
2023-01-05 00:00:00,송파구,46.0,35.0,0.0029,0.0556,0.96,0.0034
2023-01-05 00:00:00,성동구,49.0,27.0,0.0036,0.053,0.82,0.0036
2023-01-05 00:00:00,서초구,52.0,34.0,0.0035,0.0583,0.79,0.0034
2023-01-05 00:00:00,영등포구,51.0,38.0,0.0045,0.0592,0.95,0.004
2023-01-06 00:00:00,도봉구,66.0,54.0,0.0109,0.0453,0.88,0.0028
2023-01-06 00:00:00,광진구,76.0,59.0,0.0091,0.0294,0.97,0.0025
2023-01-06 00:00:00,노원구,75.0,62.0,0.0107,0.0548,0.86,0.0042
2023-01-06 00:00:00,금천구,59.0,48.0,0.0114,0.0444,0.75,0.0043
2023-01-06 00:00:00,구로구,85.0,67.0,0.0111,0.0419,0.68,0.0035
2023-01-06 00:00:00,관악구,82.0,55.0,0.0115,0.0497,0.93,0.0034
2023-01-06 00:00:00,영등포구,86.0,71.0,0.0095,0.0541,0.99,0.004
2023-01-06 00:00:00,강북구,74.0,52.0,0.0106,0.0445,0.85,0.0031
2023-01-06 00:00:00,강동구,82.0,65.0,0.0116,0.0351,0.7,0.0031
2023-01-06 00:00:00,강남구,79.0,59.0,0.0109,0.048,0.8,0.0038
2023-01-06 00:00:00,평균,77.0,61.0,0.0107,0.0472,0.88,0.0038
2023-01-06 00:00:00,동대문구,73.0,56.0,0.0059,0.0519,0.94,0.004
2023-01-06 00:00:00,강서구,92.0,66.0,0.0112,0.0547,1.1,0.0045
2023-01-06 00:00:00,동작구,79.0,64.0,0.0134,0.0485,0.81,0.0035
2023-01-06 00:00:00,중구,77.0,69.0,0.0114,0.0545,0.91,0.0042
2023-01-06 00:00:00,서대문구,71.0,57.0,0.0134,0.0472,1.05,0.0065
2023-01-06 00:00:00,마포구,71.0,67.0,0.0106,0.0519,1.0,0.0049
2023-01-06 00:00:00,종로구,75.0,65.0,0.0078,0.0528,0.97,0.004
2023-01-06 00:00:00,은평구,72.0,56.0,0.0158,0.0377,1.01,0.0039
2023-01-06 00:00:00,용산구,68.0,55.0,0.0108,0.0433,0.77,0.0039
2023-01-06 00:00:00,중랑구,75.0,62.0,0.0118,0.0471,0.79,0.0033
2023-01-06 00:00:00,서초구,81.0,65.0,0.0082,0.0512,0.74,0.0033
2023-01-06 00:00:00,송파구,76.0,57.0,0.0124,0.0445,0.83,0.0033
2023-01-06 00:00:00,성북구,73.0,57.0,0.0077,0.0516,0.95,0.0039
2023-01-06 00:00:00,성동구,83.0,52.0,0.011,0.0461,0.83,0.0038
2023-01-06 00:00:00,양천구,93.0,74.0,0.0096,0.0492,0.93,0.0039
2023-01-07 00:00:00,동대문구,118.0,86.0,0.022,0.0288,0.95,0.0035
2023-01-07 00:00:00,도봉구,114.0,82.0,0.0303,0.0202,0.98,0.0027
2023-01-07 00:00:00,노원구,122.0,91.0,0.0218,0.0333,0.99,0.0032
2023-01-07 00:00:00,금천구,117.0,96.0,0.0264,0.0261,0.93,0.0035
2023-01-07 00:00:00,구로구,126.0,94.0,0.0214,0.0242,0.66,0.0034
2023-01-07 00:00:00,평균,121.0,89.0,0.0222,0.0284,0.94,0.0033
2023-01-07 00:00:00,관악구,127.0,79.0,0.0212,0.0291,0.97,0.0032
2023-01-07 00:00:00,강북구,123.0,77.0,0.0281,0.0205,0.94,0.0029
2023-01-07 00:00:00,강동구,127.0,98.0,0.0169,0.0274,0.88,0.0026
2023-01-07 00:00:00,동작구,125.0,95.0,0.026,0.03,0.89,0.0035
2023-01-07 00:00:00,강남구,119.0,86.0,0.0229,0.0307,0.88,0.0036
2023-01-07 00:00:00,광진구,116.0,82.0,0.0184,0.0196,1.18,0.0024
2023-01-07 00:00:00,마포구,110.0,96.0,0.0172,0.0349,0.96,0.0043
2023-01-07 00:00:00,강서구,135.0,87.0,0.0249,0.0277,0.9,0.0038
2023-01-07 00:00:00,서초구,114.0,94.0,0.0189,0.0291,0.75,0.0029
2023-01-07 00:00:00,서대문구,116.0,90.0,0.0204,0.0286,1.14,0.0046
2023-01-07 00:00:00,중랑구,117.0,92.0,0.0198,0.0362,0.97,0.0031
2023-01-07 00:00:00,중구,123.0,98.0,0.0272,0.0321,0.9,0.0036
2023-01-07 00:00:00,은평구,123.0,89.0,0.0234,0.0234,1.22,0.0035
2023-01-07 00:00:00,용산구,107.0,76.0,0.0213,0.0262,0.89,0.0035
2023-01-07 00:00:00,종로구,125.0,101.0,0.0231,0.0281,0.96,0.0033
2023-01-07 00:00:00,양천구,132.0,98.0,0.0204,0.0285,0.88,0.0035
2023-01-07 00:00:00,송파구,113.0,84.0,0.0178,0.0354,0.97,0.0027
2023-01-07 00:00:00,성북구,124.0,89.0,0.021,0.0316,0.91,0.0034
2023-01-07 00:00:00,성동구,125.0,76.0,0.0211,0.0288,0.87,0.0033
2023-01-07 00:00:00,영등포구,116.0,95.0,0.0224,0.0293,0.92,0.0035
2023-01-08 00:00:00,구로구,139.0,54.0,0.009,0.0356,0.6,0.003
2023-01-08 00:00:00,도봉구,132.0,55.0,0.0152,0.0313,0.85,0.0024
2023-01-08 00:00:00,노원구,146.0,61.0,0.0112,0.0434,0.88,0.0033
2023-01-08 00:00:00,금천구,109.0,45.0,0.0134,0.0299,0.68,0.0031
2023-01-08 00:00:00,광진구,124.0,59.0,0.0122,0.0202,1.07,0.0022
2023-01-08 00:00:00,강남구,119.0,64.0,0.0106,0.0378,0.87,0.0031
2023-01-08 00:00:00,강서구,159.0,50.0,0.0111,0.0387,0.85,0.0032
2023-01-08 00:00:00,강북구,152.0,51.0,0.0141,0.0306,0.85,0.0026
2023-01-08 00:00:00,강동구,129.0,74.0,0.01,0.0274,0.8,0.0025
2023-01-08 00:00:00,동대문구,125.0,55.0,0.011,0.0368,0.85,0.0033
2023-01-08 00:00:00,평균,132.0,58.0,0.0111,0.0359,0.84,0.0031
2023-01-08 00:00:00,관악구,132.0,45.0,0.0091,0.0423,0.87,0.0029
2023-01-08 00:00:00,동작구,143.0,58.0,0.0092,0.0432,0.77,0.003
2023-01-08 00:00:00,성북구,134.0,61.0,0.0106,0.0391,0.83,0.0032
2023-01-08 00:00:00,서대문구,129.0,52.0,0.0115,0.036,1.03,0.0054
2023-01-08 00:00:00,중랑구,128.0,64.0,0.0169,0.0321,0.78,0.0027
2023-01-08 00:00:00,중구,133.0,60.0,0.013,0.0411,0.79,0.0033
2023-01-08 00:00:00,마포구,119.0,62.0,0.0093,0.0408,0.87,0.0039
2023-01-08 00:00:00,은평구,129.0,48.0,0.0137,0.0283,0.99,0.0031
2023-01-08 00:00:00,용산구,129.0,56.0,0.0092,0.0343,0.79,0.0032
2023-01-08 00:00:00,종로구,135.0,66.0,0.0111,0.0388,0.84,0.0032
2023-01-08 00:00:00,양천구,146.0,57.0,0.0089,0.0378,0.82,0.0033
2023-01-08 00:00:00,송파구,126.0,67.0,0.0103,0.0371,0.9,0.0025
2023-01-08 00:00:00,성동구,127.0,55.0,0.0112,0.0344,0.85,0.0029
2023-01-08 00:00:00,서초구,125.0,65.0,0.0078,0.0379,0.72,0.0028
2023-01-08 00:00:00,영등포구,129.0,66.0,0.008,0.0421,0.87,0.003
2023-01-09 00:00:00,도봉구,90.0,38.0,0.0236,0.0234,0.68,0.0028
2023-01-09 00:00:00,구로구,101.0,38.0,0.0147,0.027,0.45,0.0031
2023-01-09 00:00:00,노원구,96.0,41.0,0.0217,0.0281,0.6,0.0036
2023-01-09 00:00:00,금천구,77.0,36.0,0.0157,0.0328,0.68,0.0034
2023-01-09 00:00:00,광진구,96.0,38.0,0.0074,0.0207,0.94,0.0023
2023-01-09 00:00:00,강남구,91.0,39.0,0.0127,0.0353,0.63,0.0036
2023-01-09 00:00:00,강서구,112.0,39.0,0.0184,0.0286,0.63,0.0034
2023-01-09 00:00:00,강북구,99.0,38.0,0.0216,0.0239,0.67,0.0032
2023-01-09 00:00:00,강동구,100.0,45.0,0.0158,0.0233,0.55,0.0029
2023-01-09 00:00:00,평균,94.0,40.0,0.016,0.0304,0.67,0.0034
2023-01-09 00:00:00,동대문구,91.0,39.0,0.0166,0.0317,0.67,0.0036
2023-01-09 00:00:00,관악구,91.0,33.0,0.0151,0.0319,0.68,0.0031
2023-01-09 00:00:00,동작구,95.0,39.0,0.0168,0.0343,0.61,0.0036
2023-01-09 00:00:00,영등포구,88.0,44.0,0.015,0.0322,0.64,0.0033
2023-01-09 00:00:00,서대문구,92.0,36.0,0.017,0.029,0.82,0.0051
2023-01-09 00:00:00,중랑구,88.0,41.0,0.0196,0.032,0.59,0.0034
2023-01-09 00:00:00,중구,107.0,54.0,0.0082,0.0482,0.81,0.0036
2023-01-09 00:00:00,종로구,92.0,45.0,0.0169,0.0332,0.7,0.0036
2023-01-09 00:00:00,은평구,92.0,35.0,0.0186,0.0241,0.94,0.0036
2023-01-09 00:00:00,용산구,93.0,39.0,0.0154,0.0289,0.63,0.0036
2023-01-09 00:00:00,마포구,80.0,41.0,0.0151,0.0327,0.66,0.0045
2023-01-09 00:00:00,양천구,100.0,41.0,0.0141,0.0298,0.63,0.0033
2023-01-09 00:00:00,송파구,99.0,45.0,0.0141,0.034,0.68,0.003
2023-01-09 00:00:00,성북구,96.0,41.0,0.0163,0.0331,0.62,0.0034
2023-01-09 00:00:00,성동구,95.0,34.0,0.0156,0.0312,0.6,0.0037
2023-01-09 00:00:00,서초구,90.0,40.0,0.0141,0.0313,0.52,0.0031
2023-01-10 00:00:00,동대문구,57.0,32.0,0.01,0.0429,0.71,0.004
2023-01-10 00:00:00,도봉구,53.0,29.0,0.0135,0.0363,0.74,0.0029
2023-01-10 00:00:00,노원구,61.0,34.0,0.0099,0.0518,0.83,0.0042
2023-01-10 00:00:00,금천구,58.0,38.0,0.0063,0.0455,0.71,0.0036
2023-01-10 00:00:00,구로구,67.0,30.0,0.0076,0.0406,0.51,0.0036
2023-01-10 00:00:00,강서구,69.0,31.0,0.0072,0.0446,0.74,0.0041
2023-01-10 00:00:00,관악구,63.0,31.0,0.0074,0.0503,0.8,0.0035
2023-01-10 00:00:00,동작구,66.0,37.0,0.0074,0.0495,0.73,0.0034
2023-01-10 00:00:00,강북구,62.0,30.0,0.0125,0.0351,0.76,0.0028
2023-01-10 00:00:00,강동구,65.0,36.0,0.008,0.0351,0.64,0.003
2023-01-10 00:00:00,강남구,60.0,31.0,0.009,0.0444,0.66,0.0038
2023-01-10 00:00:00,광진구,62.0,32.0,0.0064,0.0435,0.71,0.0042
2023-01-10 00:00:00,마포구,53.0,37.0,0.0068,0.0483,0.76,0.0043
2023-01-10 00:00:00,평균,61.0,33.0,0.0084,0.0436,0.74,0.0037
2023-01-10 00:00:00,서초구,62.0,33.0,0.0059,0.0478,0.58,0.0032
2023-01-10 00:00:00,중랑구,58.0,34.0,0.0127,0.0413,0.65,0.0031
2023-01-10 00:00:00,중구,54.0,32.0,0.0112,0.03955,0.685,0.0033
2023-01-10 00:00:00,종로구,50.0,30.0,0.0097,0.0378,0.72,0.0035
2023-01-10 00:00:00,은평구,56.0,27.0,0.0084,0.0367,1.04,0.0034
2023-01-10 00:00:00,용산구,62.0,33.0,0.0043,0.0449,0.76,0.0034
2023-01-10 00:00:00,서대문구,57.0,30.0,0.008,0.0442,1.16,0.0067
2023-01-10 00:00:00,양천구,65.0,35.0,0.0059,0.044,0.73,0.0035
2023-01-10 00:00:00,송파구,66.0,35.0,0.0088,0.045,0.76,0.0031
2023-01-10 00:00:00,성북구,62.0,33.0,0.0102,0.0447,0.74,0.0036
2023-01-10 00:00:00,성동구,63.0,28.0,0.0087,0.0439,0.67,0.0038
2023-01-10 00:00:00,영등포구,60.0,34.0,0.0074,0.0485,0.74,0.0036
2023-01-11 00:00:00,동대문구,66.0,45.0,0.0051,0.063,1.07,0.0047
2023-01-11 00:00:00,도봉구,56.0,37.0,0.0065,0.0519,0.98,0.0029
2023-01-11 00:00:00,노원구,68.0,44.0,0.0048,0.0696,1.0,0.0045
2023-01-11 00:00:00,금천구,71.0,51.0,0.0045,0.0548,0.72,0.0039
2023-01-11 00:00:00,구로구,92.0,59.0,0.0034,0.0574,0.78,0.0044
2023-01-11 00:00:00,강서구,87.0,49.0,0.0044,0.0632,1.0,0.0054
2023-01-11 00:00:00,관악구,87.0,50.0,0.0062,0.0672,1.03,0.0045
2023-01-11 00:00:00,강북구,62.0,37.0,0.0062,0.0506,0.87,0.0036
2023-01-11 00:00:00,강동구,76.0,50.0,0.0041,0.0493,0.82,0.0035
2023-01-11 00:00:00,동작구,81.0,56.0,0.0066,0.0627,0.91,0.0041
2023-01-11 00:00:00,평균,74.0,48.0,0.0049,0.0606,0.98,0.0043
2023-01-11 00:00:00,광진구,71.0,46.0,0.0049,0.0509,0.89,0.0041
2023-01-11 00:00:00,강남구,76.0,48.0,0.0051,0.0658,0.96,0.0045
2023-01-11 00:00:00,마포구,63.0,51.0,0.0047,0.0664,1.03,0.0055
2023-01-11 00:00:00,서초구,82.0,58.0,0.0035,0.0668,0.89,0.0034
2023-01-11 00:00:00,서대문구,71.0,46.0,0.0055,0.0605,1.34,0.0063
2023-01-11 00:00:00,중랑구,67.0,45.0,0.0053,0.0634,0.92,0.0037
2023-01-11 00:00:00,중구,66.5,43.0,0.005350000000000001,0.057300000000000004,1.04,0.00375
2023-01-11 00:00:00,은평구,66.0,41.0,0.0054,0.0512,1.16,0.0038
2023-01-11 00:00:00,용산구,76.0,47.0,0.0052,0.0611,1.02,0.0036
2023-01-11 00:00:00,종로구,69.0,51.0,0.0049,0.0648,1.1,0.0046
2023-01-11 00:00:00,양천구,85.0,55.0,0.0039,0.0608,0.93,0.0043
2023-01-11 00:00:00,송파구,77.0,47.0,0.0049,0.0615,0.98,0.0039
2023-01-11 00:00:00,성북구,68.0,41.0,0.0045,0.0614,1.04,0.004
2023-01-11 00:00:00,성동구,76.0,40.0,0.0051,0.0618,0.96,0.0045
2023-01-11 00:00:00,영등포구,78.0,54.0,0.0038,0.0684,1.0,0.0048
2023-01-12 00:00:00,동대문구,55.0,39.0,0.0065,0.0561,0.93,0.0046
2023-01-12 00:00:00,도봉구,49.0,35.0,0.0114,0.0467,0.9,0.0028
2023-01-12 00:00:00,노원구,60.0,43.0,0.005,0.0673,1.08,0.0049
2023-01-12 00:00:00,금천구,67.0,51.0,0.0024,0.0596,0.82,0.0042
2023-01-12 00:00:00,구로구,75.0,51.0,0.0037,0.0518,0.64,0.0036
2023-01-12 00:00:00,강서구,70.0,42.0,0.0054,0.0553,0.93,0.004
2023-01-12 00:00:00,관악구,81.0,48.0,0.0043,0.0651,1.0,0.004
2023-01-12 00:00:00,강북구,53.0,36.0,0.0102,0.0447,0.83,0.0035
2023-01-12 00:00:00,강동구,69.0,48.0,0.0053,0.0434,0.67,0.0033
2023-01-12 00:00:00,동작구,74.0,55.0,0.0046,0.0664,0.95,0.0044
2023-01-12 00:00:00,평균,64.0,44.0,0.0063,0.0551,0.88,0.004
2023-01-12 00:00:00,광진구,63.0,45.0,0.0059,0.0435,0.61,0.0034
2023-01-12 00:00:00,강남구,67.0,45.0,0.0051,0.0575,0.7,0.0041
2023-01-12 00:00:00,마포구,52.0,43.0,0.0075,0.0548,0.82,0.0049
2023-01-12 00:00:00,서초구,75.0,51.0,0.0041,0.0587,0.81,0.0031
2023-01-12 00:00:00,서대문구,53.0,37.0,0.0152,0.0425,0.8,0.0046
2023-01-12 00:00:00,중랑구,58.0,43.0,0.0096,0.0526,0.69,0.0035
2023-01-12 00:00:00,중구,52.0,36.0,0.01165,0.04575,0.85,0.0035
2023-01-12 00:00:00,은평구,46.0,29.0,0.0137,0.0389,1.01,0.0035
2023-01-12 00:00:00,용산구,60.0,40.0,0.0054,0.0552,0.83,0.0034
2023-01-12 00:00:00,종로구,47.0,37.0,0.002,0.068,1.2,0.005
2023-01-12 00:00:00,양천구,73.0,51.0,0.0037,0.0566,0.94,0.0044
2023-01-12 00:00:00,송파구,73.0,47.0,0.0049,0.059,0.98,0.0037
2023-01-12 00:00:00,성북구,62.0,41.0,0.0059,0.0583,1.0,0.0039
2023-01-12 00:00:00,성동구,71.0,40.0,0.0045,0.0578,0.86,0.005
2023-01-12 00:00:00,영등포구,72.0,53.0,0.004,0.0621,1.01,0.0042
2023-01-13 00:00:00,금천구,26.0,15.0,0.0043,0.0363,0.55,0.0038
2023-01-13 00:00:00,동대문구,26.0,14.0,0.0055,0.0417,0.79,0.0039
2023-01-13 00:00:00,도봉구,18.0,13.0,0.0082,0.0342,1.03,0.003
2023-01-13 00:00:00,노원구,23.0,17.0,0.0025,0.0497,0.94,0.0037
2023-01-13 00:00:00,구로구,18.0,14.0,0.0053,0.0317,0.39,0.0026
2023-01-13 00:00:00,강남구,21.0,12.0,0.007,0.0398,0.61,0.0036
